processed,original,drive_relevance,weed_relevance,forum,support
smoker month not drive anybody not think noticeably affect ability drive safely stone friend car distraction cause crash," Only a smoker for 4-5 months, but I just try not to drive anybody other than myself. I don't think it noticeably affects my ability to drive safely, but having stoned friends in the car can be the distraction that causes a crash. † ",2,1,grasscity,1
imadamnlegend learner driver england 16hours experience road total little really drive lesson instructor afternoon stupidly decide fine super high hour half hour lesson realize gon na bake driving lesson begin desperatley unhigh ie eating shower press ups drink nothing work bake car suddenly felt calm relaxed even though gon na drive ice surprsingly instructor today best ever drive click expand ya man really not hard wary zone especially since new driver pay extra attention road," imadamnlegend said: I'm a learner driver in england and i've had about 16hours experience on the roads in total, which is very little really. I had a driving lesson with my instructor this afternoon, and stupidly i decided it'd be fine to get super high about an hour before. With about half an hour until my lesson, i realized i was gonna be baked for my driving lesson, so began desperatley trying to get 'unhigh', ie eating, showering, press ups, drinking. Nothing worked and i was baked as. When i got into the car, i suddenly felt calm and relaxed, even though i was gonna be driving on ice. Surprsingly, my instructor said that today was the best i have ever driven Click to expand... Ya man it really isn't hard. All you have to be wary of is zoning out. Especially since you are a new driver you should try to pay extra attention to the road. † ",5,3,grasscity,1
drive fine area know take way drive school last year high every single day lot easy drive high drunk sure," i drive fine in areas i know but it took a while to get that way. i drove to school last year high every single day. it's a lot easier to drive high then drunk, that is for sure † ",3,2,grasscity,1
yes friend claim always drive well high weed except friend dui not always paranoid anyway depend person weed focus whatever drive not matter know know responsible always debate smoking driving irresponsible judge know well anyone," Yes, and all my friends claim they always drive better while high on weed. Except for this one friend but that's because he had a DUI and now he can't because he's always paranoid. Anyway, it depends on the person. Weed makes me focus more on whatever I'm doing, and if that was driving then that would be it it doesn't matter. I know myself so I know it's responsible, because there's always the debate that smoking and driving is irresponsible, but you be the judge because you know yourself better than anyone. † ",3,1,grasscity,1
enjoy smoke high buddy live mile away every time high house love drive pink floyd brain think weird stuff body somehow manage drive safely destination still not know," I to enjoy smoking while high. I've got a buddy who lives about 25 miles away from me, but every time I'm high I go to his house because I love the drive. Listening to Pink Floyd while your brain is thinking of this weird stuff, and your body somehow manages to drive you safely to your destination. I still don't know how I do it. † ",2,2,grasscity,1
buck762 smoke joint alot drive not really think till people behind smell smoking weed smoking car still reek people smell drive behind click expand well doubt people behind smell smoking pot car reek," Buck762 said: I smoke joints alot while I drive, But didn't really think of this till now. Can people behind you smell that your smoking weed? after your done smoking does your car still reek and people can smell it if they drive behind you?Click to expand... well i doubt the people behind you will smell it, and if your smoking pot your car will reek † ",2,1,grasscity,1
new2twistinup seasoned tokers click expand seasoned driver not experienced driver not really stone miraculously good behind wheel capable drive high honestly not prefer driving stone cop rear view shake dwi state ruin life know limit take responsibility plenty time react quickly swerve dodge another car reckless driving chance stone time might not react quick enough matter safety respect top game road,new2twistinup said only for the seasoned tokers.Click to expand And seasoned drivers If you 're not an experienced driver ca n't really see how getting stoned will miraculously make you better behind the wheel I 'm capable of driving while high but honestly do n't prefer to Driving while stoned and seeing a cop in the rear-view gets me shook a DWI in my state can just about ruin your life It 's all about knowing your limits and taking responsibility There 's been plenty of times when I 've had to react very quickly and swerve to dodge another car 's reckless driving Chances are if I was stoned at the time I might not have reacted quick enough It 's a matter of safety and respect to be at the top of your game while on the road,3,4,marijuana,0
always drive around high think situation actually drive well high nt forget turn light need speed limit keep weed everything trunk, I always drive around high. i think in some situations i actually drive better high. dont forget to turn on your lights when needed and go the speed limit. keep weed and everything in the trunk. † ,2,2,grasscity,1
ca lesson learn marijuana election defeats opposingviews norml marijuana supporter nationwide awake november 3rd defeat statewide initiative ballot lose battle not good news movement lesson we‰Û learn coalition we‰Û form help us win war even sooner california‰Û prop receive million vote legalization represent voter best statewide marijuana legalization measure ever best nevada alaska colorado nevada turn westerners support legalization vote california detail recent gallup poll show support among westerners ‰ÛÏlegalization‰Û? mean supporter drop support legalization detail spell lesson learn loss believe ten main lesson need learn succeed must explicitly protect medical marijuana right campaign side surprise emergence ‰ÛÏi gots mine‰Û? crowd call ‰ÛÏstoners against legalization‰Û? fact medical marijuana state especially california ‰ÛÏgots‰Û? pretty amazing move forward legalization measure medical state must include follow explicit point legalization bill not affect medical marijuana right way b medical marijuana right not change way legalization pass c concerned medical marijuana right please point b i‰Û somewhat facetious point well take legalization bill succeed unless current medical marijuana smoker believe life well least doesn‰Û threaten change life know well anyone prop wouldn‰Û affect medical right lose within purposes intents bury cloud ‰ÛÏnotwithstandings‰Û? ‰ÛÏexcepts‰Û? next initiative need explicit declarative paragraph protect medical right write way perfectly clear even unlikely naive uneducated voter lead to‰Û must remember people big group stakeholder not penalize appease opponent theme prop create crime 21year old pass joint 20year old friend resonate among every toker first smoke joint old friend sibling even hear people age think prop felon new crime create soothe soccer mom think people realize ineffective stop young college kid toking drinking age stop frat keggers we‰Û accomplish create new criminal record young people next initiative need retain age won‰Û pass alcohol leave punishment furnish 20year old ticket now‰Û least don‰Û punitive law alcohol understand ‰ÛÏmake like alcohol‰Û? motivation punish someone furnish minor punishment call prop akin punishment furnish teen cause serious injury self others minimum punishment merely furnish alcohol absent injury misdemeanor fine hour community service thus portray marijuana far harmful alcohol point implication must way integrate current illegal grower new legalized market result call ‰ÛÏemerald triangle‰Û? defeat legalization humboldt mendocino trinity county show us legalization frame appeal small time marijuana grower put aside immorality profit misery prohibition fact many small time grower pay mortgage feed family profit illegal marijuana nobody vote reduce price weed 300oz 60oz take food kids‰Û mouth next initiative need create level playing field small business compete marijuana cultivation emphasize small local grow increase grower vote soothe pot smoker worry ‰ÛÏwalmartization‰Û? non tokers worry pot become ubiquitous alcohol advertise daily nearly everywhere not win people scared prohibition legalization people resist change order shake thing need status quo unacceptable alternative moral good early many message focus good legalization tax revenue point prioritization police resource thing good don‰Û story critical change status quo it‰Û not legalization must approve prohibition must end leap speaker point every test baggie pot ticket mean crime lab test rape kit wait late commercial point need commercial high school weed dealer parking lot hallway deal without regulation id check need commercial indoor marijuana grow factory take suburban neighborhood legal commercial grow need commercial illegal outdoor grow pollute state park need commercial swat team break down door pot plant abuse family rapist murderer thief escape detection need billionaire kick big dollar sooner campaign commercial air commercial scene prohibitionist against us need against act rhetorical judo show evil result prohibitionary status quo not propose marijuana legalization next initiative campaign need scare people control prohibition situation lead corollary‰Û must stop paint marijuana bad thing need control great job expose racially disproportionate nature marijuana law enforcement we‰Û show much money spend enforce marijuana law cost divert police resource we‰Û illustrate violent nature drug trade particularly mexico none really matter though honestly address social disapproval ‰ÛÏsmoking pot‰Û? underlie premise prohibition forbid adult activity good without address morality marijuana flaw point prohibition kink system need improve not indictment reason system we‰Û lock many black latinos we‰Û fair arrest race equally spend lot money pot much much spend keep kid safe gangster violent marijuana trade that‰Û need arrest people they‰Û stop smoke pot work next initiative campaign must pro active positive portrayal marijuana adult not enough campaign against bad guy prohibition story arc good guy legal marijuana people need question bother arrest bright successful educated people break loving family prefer sinsemilla pack cigarette however good guy‰Û story‰Û must realistic legalization not accomplish marijuana activist we‰Û already start deficit public trust column case diligent never promise good realize end prohibition especially attach hard number promise easy become characterize glassy eyed idealist believe much magic wonder herb supply target easily shoot down primary offense messaging trace honest mistake first claim prop raise billion tax california arise legislature‰Û legalization bill ab propose statewide 50ounce tax california board equalization crunch number announce billion realize ab fail prop take never distance billion tax revenue instance co opt billion internet print prop institute require tax tax local not statewide everyone even prop 19‰Ûs supporter know far less billion raise attorney general vow aggressively pursue anyone open prop shop know even less tax raise next implication prop significant blow mexican drug cartel part owe misinformation drug czar‰Û office publicize stat mexican cartel income raise marijuana prop advocate fault accept drug czar‰Û word anything well not know home state marijuana market well enough realize nobody california smoke much mexican brick weed combined ‰ÛÏbillions taxes‰Û? save state ‰ÛÏcripple cartels‰Û? message easily debunk leave us look like we‰Û bullshit voter next initiative must careful promise always return focus modest gain end prohibition we‰Û legalize first deal drug testing issue won‰Û anyone hat drug test it‰Û inaccurate unscientific ineffective disgusting invasion right privacy thrilled non discrimination language regard drug testing prop tackle drug testing issue along legalization issue present many conflict voter it‰Û good guy bad guy good guy drug test protect us work bad guy whack druggies many people fine smoke joint whack home want sure you‰Û not smoke joint work drive drug testing language give opponent wedge separate business owner manager responsible worker support us next initiative need remain focused sole issue end criminalization people smoke grow pot marijuana legal image marijuana become mainstreamed drug testing issue easy work consider ridiculous circumstance work policy accept teetotaler punish someone drink friday night he‰Û dangerous monday morning marijuana legal soon policy pot seem ridiculous speak drug testing‰Û can‰Û ‰ÛÏtreat like alcohol‰Û? unless test like alcohol roadside often phrase ‰ÛÏtreat like alcohol‰Û? voter little knowledge marijuana indeed educate they‰Û realize treat cannabis like alcohol insult cannabis every time activate many long hold frame alcohol ‰ÛÏshit face drunk drive‰Û? ‰ÛÏstoned drivers‰Û? scare effective bit rhetoric opponent leave along ‰ÛÏwhat children‰Û? insist prop didn‰Û change cops‰Û ability bust stone driver believe not overcome gut feeling people offer new tool law enforcement watch stone driver create lenient state marijuana user next initiative must work ‰ÛÏtreat like alcohol‰Û? frame provide ‰ÛÏbreathalyzer‰Û? equivalent stone driver hard part write loathe drug testing even breathalyzer really not prove anyone‰Û actual impairment drug test prove you‰Û drug alcohol include alcoholic drive fine bac lightweight danger bac since public believe breathalyzer magical scientific instrument detect help punish drunk driver since we‰Û engage ‰ÛÏtreat like alcohol‰Û? frame need something tangible ‰ÛÏwe‰Û bust like now‰Û? ring hollow general public know bust stone driver impair not weed pocket roach ashtray technology available blood testing cheek swab saliva testing epocrine gland armpit sweat test show recent marijuana within hour along ‰ÛÏno burn cannabis paraphernalia‰Û? car rule match alcohol equivalent ‰ÛÏno open containers‰Û? along way toward negate ‰ÛÏstoned drivers‰Û? scare commercialization must handle consistent statewide regulation prop design commercial regulation opt city county decide wish regulate sale regulate reasoning sound proponent want commercial regs stand federal court scrutiny theory since prop didn‰Û explicitly state allow marijuana commerce violation federal law commercial regs might not violate commerce clause however rhetorical piece convince voter lack people don‰Û trust city government believe ineffective opponent able conjure future hundred different pot regulation across state become troubling crowded southern california drive down strip road pass multiple city jurisdiction visually indistinct another city industry allow ounce personal possession la puente allow store torrance collect marijuana tax road gardena charge next initiative must establish statewide regulatory commercial framework probably squash federal court good legal marijuana first fight commercial battle court prohibition chance court people legal right possess grow marijuana commerce inevitably follow medical marijuana everywhere medical marijuana reach peak inextricably link legalization california people already accustom fairly open marijuana policy anyone want toke prop recommendation buy many dispensary north it‰Û well regulate system contribute clean neighborhood city tax revenue county result map support bay area city county put together regulation ordinance create healthy system wouldn‰Û people vote south it‰Û ‰ÛÏwild west‰Û? system tent tent ‰ÛÏpot docs‰Û? venice beach can‰Û spell ‰ÛÏcannabis‰Û? carnival barker push ‰ÛÏ4gram eighth‰Û? fault local official refuse put forth sort regulation that‰Û lose average voter pot run wild people vote south dakota medical marijuana initiative fail vote south dakota‰Û support medical marijuana drop arizona pass flawed medical marijuana initiative ‰ÛÏprescription‰Û? not ‰ÛÏrecommendation‰Û? vote oregon measure create medical marijuana dispensary lose vote dispensary measure gain slightly vote reflect gallup poll medical marijuana marijuana legalization support legalization support medical it‰Û fair people believe legalization naturally support medical difference represent believe medical think people want high punish mid2000s medical marijuana support reach legalization reach mean support medical drop legalization support medical support fall leave believe medical reason 20point decline medical support public begin feel hoodwinked medical marijuana issue completely support cancer aids glaucoma patient medication many dispensary many healthy look young people many huge marijuana garden many large volume bust many patient overall believe medical marijuana anything thinly veil legalization california first medical state forward legalization since previous legalization attempt medical marijuana state nevada colorado alaska issue link mean next medical initiative bill even restrictive convince doubter cry ‰ÛÏtrojan horse next initiative need highlight second class citizen nature medical marijuana law solve full legalization legalization campaign need bring forth medical marijuana patient play public sympathy medical marijuana show even medical marijuana still harass arrest convict they‰Û sweep overall battle law enforcement must engage healthy marijuana smoker people need patient lose housing lose scholarship lose child custody suffer home invasion robbery can‰Û travel outside state hear patient medical marijuana isn‰Û good enough thing don‰Û need change word ‰ÛÏmarijuana‰Û? ‰ÛÏcannabis‰Û? i‰Û hear suggestion time think actually work against us know ‰ÛÏmarijuana‰Û? mexican slang term initially racist reason confuse frighten public ‰ÛÏmarijuana‰Û? familiar brand name everyone know run ‰ÛÏmarijuana‰Û? ‰ÛÏcannabis‰Û? ‰ÛÏmarijuana‰Û? emphasize absence won‰Û ‰ÛÏmarijuana‰Û? hide what‰Û wrong marijuana it‰Û like liberal way call ‰ÛÏprogressives‰Û? conservative felt need emphasize ‰ÛÏcompassionate‰Û? it‰Û distance brand don‰Û like anyone else next initiative need honest marijuana legalization act nothing wrong linguistically even ethically law book repeal ‰ÛÏmarijuana laws‰Û? term ‰ÛÏmarijuana‰Û? sometimes ‰ÛÏmarihuana‰Û? statute pepper word ‰ÛÏcannabis‰Û? explain act proper name plant specie not afraid talk ‰ÛÏsmoking marijuana‰Û? public bring people know plant name ‰ÛÏmarijuana‰Û? name doesn‰Û denigrate mind less familiar ‰ÛÏcannabis‰Û? promote,CA Lessons Learned from Marijuana Election Defeats OpposingViews NORML Marijuana supporters nationwide awoke on November 3rd to find they had been defeated in all four statewide initiatives on the ballot While losing these battles is not good news for our movement the lessons we‰Û ve learned and coalitions we‰Û ve formed will help us win the war even sooner California‰Û s Prop received million votes for legalization which represents of the voters This is the best a statewide marijuana legalization measure has ever done besting Nevada Alaska Colorado and Nevada What turned Westerners support for legalization into just of the vote in California Details The most recent Gallup Poll showed support among Westerners for ‰ÛÏlegalization‰Û? That means there are of our supporters who dropped their support for legalization once the details are spelled out What lessons have we learned from the loss I believe there are ten main lessons we need to learn to succeed in We must explicitly protect medical marijuana rights During the campaign some on our side were surprised by the emergence of the ‰ÛÏI Gots Mine‰Û? crowd the so-called ‰ÛÏStoners Against Legalization‰Û? But the fact is that in a medical marijuana state especially California what they ‰ÛÏgots‰Û? is pretty amazing Moving forward any legalization measure in a medical state must include the following three explicit points a This legalization bill will not affect your medical marijuana rights in any way b Your medical marijuana rights will not change in any way once legalization passes c If you are concerned about your medical marijuana rights please see points a and b I‰Û m being somewhat facetious but the point better be taken No legalization bill is going to succeed unless the current medical marijuana smokers believe it makes their lives better or at least doesn‰Û t threaten to change their lives Now I know as well as anyone that Prop wouldn‰Û t have affected medical rights but it got lost within the Purposes and Intents and buried in a cloud of ‰ÛÏnotwithstandings‰Û? and ‰ÛÏexcepts‰Û? The next initiative needs to have an explicit declarative paragraph protecting medical rights And it has to be written in such a way that it is perfectly clear to even the most unlikely naive and uneducated voters which leads me to‰Û_ We must remember that people are our biggest group of stakeholders and we can not over-penalize them to appease our opponents The theme that Prop would be creating a crime out of 21-year-olds passing joints to their 18-20-year-old friends resonated among every toker who first smoked a joint with an older friend or sibling I even heard from people aged who thought Prop made them a felon The new crime was created to soothe the soccer moms but I think people realized it would be as ineffective at stopping young college kids from toking as the drinking age stops frat keggers so that all we‰Û d accomplish is creating new criminal records for young people The next initiative needs to retain the age just won‰Û t pass when alcohol is but leave the punishment for furnishing to 18-20-year-olds the ticket it is now‰Û_ or at least don‰Û t make it more punitive than the law for alcohol I understand the ‰ÛÏmake it like alcohol‰Û? motivation of punishing someone who furnishes to minors but the punishment called for by Prop was akin to the punishment for one who furnishes to a teen who then causes serious injury to self or others The minimum punishment for merely furnishing alcohol absent injury is a misdemeanor a fine and hours community service Thus we were portraying marijuana as far more harmful than alcohol see point below by implication We must find a way to integrate the current illegal growers into a new legalized market The results from the so-called ‰ÛÏEmerald Triangle‰Û? defeats for legalization in Humboldt Mendocino and Trinity counties show us that legalization has to be framed to appeal to small time marijuana growers Putting aside the immorality of profiting from the misery of prohibition the fact is that many small time growers are paying their mortgage and feeding their families from profits on illegal marijuana Nobody is going to vote to reduce the price of weed from 300/oz to 60/oz when that takes food out of their kids‰Û mouths The next initiative needs to create a level playing field for small businesses to compete in marijuana cultivation.By emphasizing small local grows we can increase the grower vote while also soothing pot smokers worried about ‰ÛÏWalMartization‰Û? and non-tokers worried about pot becoming as ubiquitous as alcohol they see advertised daily nearly everywhere We can not win until people are more scared of prohibition than they are of legalization People resist change In order to shake things up they need to find the status quo unacceptable and the alternative a moral good Early on many of our messages focused on what good would come from legalization such as tax revenues see point below and prioritization of police resources While these things are good they don‰Û t tell the story of why it is so critical to change the status quo It‰Û s not that legalization must be approved it is that prohibition must be ended LEAP speakers made the point that every test on a baggie of pot for a ticket means a crime lab test of a rape kit has to wait but it came too late to make a commercial out of that point We need commercials with high school weed dealers in parking lots and hallways dealing without any regulations or ID checks We need commercials with indoor marijuana grow factories taking over suburban neighborhoods because there are no legal commercial grows We need commercials with illegal outdoor grows polluting our state parks We need commercials of SWAT teams breaking down doors over a pot plant abusing families while the rapist murderer and thief escape detection We need billionaires to kick in big dollars sooner in the campaign so we can get these commercials on air All these commercials that would use scenes prohibitionists use against us need to be used against them in an act of rhetorical judo that shows those evils to be the result of the prohibitionary status quo not the proposed marijuana legalization The next initiative campaign needs to scare people about the out-of-control prohibition situation we have now Which leads to the corollary‰Û_ We must stop painting the marijuana as a bad thing that needs to be controlled We did a great job with exposing the racially disproportionate nature of marijuana law enforcement We‰Û ve shown how much money is spent enforcing marijuana laws and how the cost of doing so is diverting police resources We‰Û ve illustrated the violent nature of the drug trade particularly in Mexico None of that really matters though until we honestly address the social disapproval of ‰ÛÏsmoking pot‰Û? The underlying premise of prohibition is that we are forbidding adults from an activity for all of our own good Without addressing the morality of marijuana the flaws we point out in prohibition are just kinks in the system that need to be improved not an indictment of the reason for the system We‰Û re locking up too many blacks and Latinos We‰Û ll just try to be more fair about arresting all races equally then We spend a lot of money going after pot How much is too much to spend to keep your kids safe Gangsters are violent in the marijuana trade That‰Û s why we need to arrest people so they‰Û ll stop smoking pot See how that works The next initiative campaign must do more pro-active positive portrayals of marijuana for adults It is not enough to campaign against the bad guy prohibition you have to have a story arc for the good guy legal marijuana use People need to question why we bother arresting bright successful educated people and break up their loving families just because they prefer sinsemilla to a six-pack or a cigarette However as we tell the good guy‰Û s story‰Û_ We must be realistic about what legalization can and can not accomplish As marijuana activists we‰Û re already starting with a deficit in the public trust column So when we make our case we have to be diligent about never over-promising what good can be realized by ending prohibition especially if we attach hard numbers to those promises It is too easy to become characterized as the glassy-eyed idealists who believe too much in the magic wonder herb when we supply targets that are so easily shot down Both the primary offenses in messaging can be traced to some honest mistakes First was the claim that Prop would raise billion in taxes for California This arose from the legislature‰Û s legalization bill AB which proposed a statewide 50/ounce tax Then the California Board of Equalization crunched the numbers and announced that billion could be realized Then AB failed and Prop took over but never distanced itself from the billion tax revenues and in a few instances co-opted the billion for internet forums and print When Prop instituted no required taxes and any taxes would be local not statewide everyone even Prop 19‰Û_s supporters knew that far less than billion would be raised Then when the Attorney General vowed to aggressively pursue anyone who opened up a Prop shop we all knew there would be even less taxes raised Next was the implication that Prop would be a significant blow to Mexican drug cartels Part of this owes to misinformation from the drug czar‰Û s office which had publicized the stat that of the Mexican cartel income is raised from marijuana But Prop advocates could be faulted for accepting a drug czar‰Û s word on anything as well as not knowing their home state marijuana market well enough to realize nobody in California is smoking much Mexican brick weed Combined with the ‰ÛÏbillions in taxes‰Û? saving the state the ‰ÛÏcripple the cartels‰Û? message was easily debunked and left us looking like we‰Û re bullshitting the voters The next initiative must be careful about promises and always return the focus to any modest gains from ending prohibition being more than what we‰Û re getting now Legalize first then deal with the drug testing issue You won‰Û t find anyone who hates drug testing more than me It‰Û s inaccurate unscientific ineffective and a disgusting invasion of our right to privacy And I was thrilled to see non-discrimination language regarding drug testing in Prop But tackling the drug testing issue along with the legalization issue presents too many conflicts for most voters Again it‰Û s about the good guy and the bad guy The good guy is drug test that protects us at work from the bad guy the whacked-out druggies Many people are fine with you smoking a joint and getting whacked-out at home but want to be sure you‰Û re not smoking a joint at work or while driving The drug testing language gave opponents a wedge to separate business owners managers and responsible workers from supporting us The next initiative needs to remain focused on the sole issue of ending the criminalization of people who smoke and grow pot Once marijuana use is legal and as the image of marijuana use becomes mainstreamed the drug testing issue will be easier to work out It would be considered ridiculous in most circumstances to have a work policy that accepted only teetotalers and punished someone for having a drink Friday night because he‰Û d be dangerous on Monday morning When marijuana is legal soon those policies for pot will seem as ridiculous Now speaking of drug testing‰Û_ You can‰Û t ‰ÛÏtreat it like alcohol‰Û? unless you can test for it like alcohol on the roadside We often use the phrase ‰ÛÏtreat it like alcohol‰Û? to get through to voters with little knowledge of marijuana indeed if they were educated they‰Û d realize treating cannabis like alcohol is an insult to cannabis But every time we do we activate many long-held frames about alcohol and one of those is ‰ÛÏshit-faced drunks who drive‰Û? The ‰ÛÏstoned drivers‰Û? scare is one of the few effective bits of rhetoric our opponents have left along with ‰ÛÏwhat about the children‰Û? We insisted that Prop didn‰Û t at all change the cops‰Û ability to bust a stoned driver but I believe this just did not overcome a gut feeling for most people that it would because we could offer them no new tools for law enforcement to watch over stoned drivers while creating a more lenient state for marijuana users The next initiative must work with the ‰ÛÏtreat it like alcohol‰Û? frame by providing a ‰ÛÏbreathalyzer‰Û? equivalent for the stoned driver This is the hardest part for me to write because I so loathe drug testing and even the breathalyzer which really does not prove anyone‰Û s actual impairment All any drug test proves is that you‰Û ve used drugs alcohol included Some alcoholics can drive fine at a BAC some lightweights are a danger at BAC But since the public believes in the breathalyzer as a magical scientific instrument than can detect and help punish drunk drivers and since we‰Û re engaging them in the ‰ÛÏtreat it like alcohol‰Û? frame they need something more tangible than ‰ÛÏwe‰Û ll just bust them like we do now‰Û? which rings hollow when the general public knows we bust the stoned driver impaired or not now just for having weed in his pocket or a roach in the ashtray There are technologies available blood testing cheek-swab saliva testing epocrine gland armpit sweat testing that can show recent use of marijuana within four hours That along with a ‰ÛÏno burnt cannabis no paraphernalia‰Û? in the car rule to match the alcohol-equivalent ‰ÛÏno open containers‰Û? would go along way toward negating the ‰ÛÏstoned drivers‰Û? scare Commercialization must be handled with consistent statewide regulation Prop designed its commercial regulations to be opt-in with cities and counties each deciding if they wished to have regulated sales and how they would regulate them The reasoning for this is sound as the proponents wanted the commercial regs to stand up to federal court scrutiny the theory being that since Prop didn‰Û t explicitly tell the state to allow marijuana commerce in violation of federal law the commercial regs might not violate the Commerce Clause However as a rhetorical piece to convince voters it was lacking Most people don‰Û t trust their city government or believe it to be ineffective Opponents were able to conjure a future where there were hundreds of different pot regulations across the state This becomes troubling in a crowded Southern California where driving down one strip of road can pass you through multiple city jurisdictions that are visually indistinct from one another Am I in City of Industry that allows me to have ounces in personal possession or am I in La Puente that only allows one How will our stores in Torrance collect their marijuana tax when just up the road in Gardena they only charge The next initiative must establish a statewide regulatory commercial framework It will probably be squashed by the federal courts but it will be better to have legal marijuana first and fight those commercial battles in court than to have prohibition and no chance in court Once people have the legal right to possess use and grow marijuana the commerce will inevitably follow see medical marijuana everywhere Medical marijuana has reached its peak and is now inextricably linked to legalization In California the people are already accustomed to a fairly open marijuana policy where anyone who wants to toke can get a Prop recommendation and buy it from many dispensaries In the North it‰Û s a well-regulated system that is contributing to clean neighborhoods and city tax revenues You can see by the county results map above that most of the support comes from the Bay Area where cities and counties put together regulations and ordinances and created a healthy system Why wouldn‰Û t people vote for more of that But in the South it‰Û s a ‰ÛÏWild West‰Û? system with tent after tent of ‰ÛÏpot docs‰Û? on Venice Beach that can‰Û t spell ‰ÛÏcannabis‰Û? and carnival barkers pushing the ‰ÛÏ4-gram eighth‰Û? This is the fault of the local officials who refused to put forth any sort of regulations but that‰Û s lost on the average voter All they see is that what they have now is pot run wild Why would people vote for more of that In South Dakota a medical marijuana initiative failed in with of the vote In South Dakota‰Û s support for medical marijuana dropped to In Arizona they passed a flawed medical marijuana initiative it used ‰ÛÏprescription‰Û? not ‰ÛÏrecommendation‰Û? with in In it got just below of the vote In Oregon a measure to create medical marijuana dispensaries lost with of the vote in In the dispensaries measure gained slightly with of the vote This is reflected in Gallup polls on both medical marijuana and marijuana legalization In support for legalization was just while support for medical use was It‰Û s fair to say that people who believe in legalization would naturally support medical use so the difference of in would represent those who believe in medical use but think people who just want to get high should be punished By the mid-2000s medical marijuana support reached and legalization reached meaning those who support medical-only dropped to Now in we have legalization support at while medical support has fallen to leaving only who believe in medical-only The reason for this 20-point decline in medical-only support is that the public is beginning to feel hoodwinked on the medical marijuana issue They completely support the cancer AIDS and glaucoma patients getting their medications but have seen too many dispensaries too many healthy-looking young people too many huge marijuana gardens too many large volume busts and too many patients overall to believe that medical marijuana is anything but thinly-veiled legalization Now that California the first medical state has gone forward with legalization and since the previous legalization attempts were also in medical marijuana states Nevada Colorado Alaska the two issues are linked This means the next medical initiatives and bills will have to be even more restrictive to convince the doubters who cry ‰ÛÏTrojan horse The next initiative needs to highlight the second-class-citizen nature of medical marijuana laws that can only be solved by full legalization The legalization campaign needs to bring forth those same medical marijuana patients who played to public sympathy to get medical marijuana and show how even with medical marijuana they are still harassed arrested tried and convicted because they‰Û re swept up in the overall battle law enforcement must engage with healthy marijuana smokers People need to see the patients who lose housing lose scholarships lose child custody suffer home invasion robberies can‰Û t travel outside the state and hear from the patients themselves that medical marijuana just isn‰Û t good enough And one thing we don‰Û t need to do Change the word ‰ÛÏmarijuana‰Û? to ‰ÛÏcannabis‰Û? I‰Û ve heard this suggestion a few times but I think it actually works against us You and I know that ‰ÛÏmarijuana‰Û? is a Mexican slang term initially used for racist reasons to confuse and frighten the public But now ‰ÛÏmarijuana‰Û? is the familiar brand name everyone knows When we run from ‰ÛÏmarijuana‰Û? and only say ‰ÛÏcannabis‰Û? ‰ÛÏmarijuana‰Û? is emphasized by its absence Why won‰Û t they say ‰ÛÏmarijuana‰Û? What are they trying to hide What‰Û s wrong with marijuana It‰Û s like when liberals go out of their way to call themselves ‰ÛÏprogressives‰Û? or when conservatives felt the need to emphasize ‰ÛÏcompassionate‰Û? it‰Û s distancing yourself from your own brand if you don‰Û t like it why should anyone else The next initiative needs to just be honest The Marijuana Legalization Act of There is nothing wrong with that linguistically or even ethically as the laws on the books that this would repeal are ‰ÛÏmarijuana laws‰Û? they use the term ‰ÛÏmarijuana‰Û? or sometimes ‰ÛÏmarihuana‰Û? in the statutes We can and should pepper in the word ‰ÛÏcannabis‰Û? as we explain the act using it as the proper name of the plant species but not be afraid to talk about ‰ÛÏsmoking marijuana‰Û? when the public brings it up By now people know the plant by the name ‰ÛÏmarijuana‰Û? and that name in and of itself doesn‰Û t denigrate it in their minds any more than the less-familiar ‰ÛÏcannabis‰Û? promotes it,8,72,marijuana,0
drive well stone, I drive better stoned † ,1,1,cannabis,1
problem drive stone tend drive cautiously good thing speed stay without brother teach still noob never issue keep cool keep alert keep drive," I have no problem driving stoned. I tend to drive more cautiously, which is a good thing, and my speed stays at 50, without trying. My brother taught me how to do it when I was still a noob, so I've never had issue. Keep cool, keep alert, keep driving. † ",3,1,grasscity,1
first time drive high fun wait high buddy assure fine dive wheel arm length mumble holy shit awesome entire time haha actually enjoy drive lot big thing high," The first time I drove high was very fun. I was about to wait off the high when my buddies assured me it was fine. I dove with the wheel at arms length mumbling ""Holy shit.... awesome"" the entire time haha. I actually enjoy driving a lot so it's no big thing to do high. † ",2,3,grasscity,1
long still drive fine not trust drive high road heavy construction rest time fine trouble keep track fast drive always end drive speed limit maybe mph still not really dangerous annoying prefer not drive high though great length avoid,As long as I can still see I drive fine I do n't trust myself driving high on roads with heavy construction but the rest of the time I do just fine I have more trouble keeping track of how fast I 'm driving but that always ends up with me driving under the speed limit by maybe 5mph so it 's still not really dangerous just annoying I prefer not to drive high though so I go to great lengths to avoid it,5,2,marijuana,0
